date,product_category_name,demanda_real,demanda_prevista,erro,erro_absoluto,cenario,modelo
2018-06-01,agro_industria_e_comercio,10,13.374130236943063,-3.3741302369430635,3.3741302369430635,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,agro_industria_e_comercio,27,13.225834662264946,13.774165337735054,13.774165337735054,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,agro_industria_e_comercio,18,24.110849891161887,-6.110849891161887,6.110849891161887,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,alimentos,24,39.32732118753945,-15.327321187539447,15.327321187539447,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,alimentos,64,34.40884879459078,29.59115120540922,29.59115120540922,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,alimentos,115,59.29906020061042,55.70093979938958,55.70093979938958,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,alimentos_bebidas,11,19.32391508169322,-8.323915081693219,8.323915081693219,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,alimentos_bebidas,17,17.504655750078847,-0.5046557500788467,0.5046557500788467,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,alimentos_bebidas,21,20.678140338590442,0.32185966140955813,0.32185966140955813,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,artes,28,29.466600281846418,-1.4666002818464179,1.4666002818464179,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,artes,21,34.035183805204255,-13.035183805204255,13.035183805204255,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,artes,18,26.11899405396313,-8.118994053963132,8.118994053963132,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,artes_e_artesanato,0,1.3720022768964077,-1.3720022768964077,1.3720022768964077,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,artes_e_artesanato,11,2.754707111556106,8.245292888443894,8.245292888443894,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,artes_e_artesanato,9,8.111658889728039,0.8883411102719609,0.8883411102719609,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,artigos_de_festas,2,3.003280600531267,-1.003280600531267,1.003280600531267,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,artigos_de_festas,2,4.199687797699311,-2.199687797699311,2.199687797699311,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,artigos_de_festas,14,4.199687797699311,9.800312202300688,9.800312202300688,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,artigos_de_natal,7,9.446052010443848,-2.4460520104438483,2.4460520104438483,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,artigos_de_natal,8,9.448736918394998,-1.4487369183949976,1.4487369183949976,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,artigos_de_natal,10,9.448736918394998,0.5512630816050024,0.5512630816050024,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,audio,20,23.14390727291219,-3.143907272912191,3.143907272912191,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,audio,22,23.092781284765458,-1.0927812847654579,1.0927812847654579,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,audio,26,22.29900186274416,3.7009981372558407,3.7009981372558407,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,automotivo,295,296.4615686219065,-1.4615686219065083,1.4615686219065083,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,automotivo,341,319.3895648815702,21.61043511842979,21.61043511842979,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,automotivo,370,318.5957854595489,51.40421454045111,51.40421454045111,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,bebes,223,243.91192803459498,-20.91192803459498,20.91192803459498,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,bebes,214,242.26840215468314,-28.268402154683145,28.268402154683145,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,bebes,212,241.47462273266186,-29.474622732661857,29.474622732661857,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,bebidas,33,45.584619485584305,-12.584619485584305,12.584619485584305,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,bebidas,16,50.036258885269746,-34.036258885269746,34.036258885269746,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,bebidas,27,29.720987909321533,-2.720987909321533,2.720987909321533,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,beleza_saude,875,638.2353988438757,236.7646011561243,236.7646011561243,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,beleza_saude,770,602.5772261975103,167.4227738024897,167.4227738024897,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,beleza_saude,835,593.9308438434118,241.06915615658818,241.06915615658818,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,brinquedos,190,229.06554936198515,-39.06554936198515,39.06554936198515,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,brinquedos,154,232.89326598534578,-78.89326598534578,78.89326598534578,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,brinquedos,165,190.26424312510585,-25.26424312510585,25.26424312510585,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,cama_mesa_banho,764,700.7156617848584,63.28433821514159,63.28433821514159,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,cama_mesa_banho,617,719.6476749367318,-102.64767493673185,102.64767493673185,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,cama_mesa_banho,655,643.1787721441395,11.821227855860457,11.821227855860457,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,casa_conforto,16,17.749210326196728,-1.749210326196728,1.749210326196728,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,casa_conforto,23,17.83410192632024,5.1658980736797595,5.1658980736797595,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,casa_conforto,16,20.678140338590442,-4.678140338590442,4.678140338590442,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,casa_conforto_2,2,1.3720022768964077,0.6279977231035923,0.6279977231035923,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,casa_conforto_2,3,3.154297530197718,-0.15429753019771786,0.15429753019771786,Sem Pareto (74 categorias),Gradient Boosting
2018-08-01,casa_conforto_2,0,3.6851483845698962,-3.6851483845698962,3.6851483845698962,Sem Pareto (74 categorias),Gradient Boosting
2018-06-01,casa_construcao,71,73.62673312513573,-2.626733125135729,2.626733125135729,Sem Pareto (74 categorias),Gradient Boosting
2018-07-01,casa_construcao,60,84.49631143232054,-24.49631143232054,24.49631143232054,Sem Pareto (74 categorias),Gradient Boosting
