date,product_category_name,demanda_real,demanda_prevista,erro,erro_absoluto,cenario,modelo
2018-06-01,automotivo,295,334.0644498656475,-39.064449865647475,39.064449865647475,Com Pareto (categorias + 'outras'),Linear Regression
2018-07-01,automotivo,341,325.616879406356,15.38312059364398,15.38312059364398,Com Pareto (categorias + 'outras'),Linear Regression
2018-08-01,automotivo,370,347.65654047187127,22.343459528128733,22.343459528128733,Com Pareto (categorias + 'outras'),Linear Regression
2018-06-01,bebes,223,256.3481628265872,-33.34816282658721,33.34816282658721,Com Pareto (categorias + 'outras'),Linear Regression
2018-07-01,bebes,214,257.33217495077406,-43.33217495077406,43.33217495077406,Com Pareto (categorias + 'outras'),Linear Regression
2018-08-01,bebes,212,254.73269980872283,-42.73269980872283,42.73269980872283,Com Pareto (categorias + 'outras'),Linear Regression
2018-06-01,beleza_saude,875,713.5163329103525,161.4836670896475,161.4836670896475,Com Pareto (categorias + 'outras'),Linear Regression
2018-07-01,beleza_saude,770,792.3060559412988,-22.306055941298837,22.306055941298837,Com Pareto (categorias + 'outras'),Linear Regression
2018-08-01,beleza_saude,835,783.5808183438494,51.41918165615061,51.41918165615061,Com Pareto (categorias + 'outras'),Linear Regression
2018-06-01,brinquedos,190,256.0860723466176,-66.08607234661758,66.08607234661758,Com Pareto (categorias + 'outras'),Linear Regression
2018-07-01,brinquedos,154,255.06452794591314,-101.06452794591314,101.06452794591314,Com Pareto (categorias + 'outras'),Linear Regression
2018-08-01,brinquedos,165,237.64812090905616,-72.64812090905616,72.64812090905616,Com Pareto (categorias + 'outras'),Linear Regression
2018-06-01,cama_mesa_banho,764,760.6437847727066,3.3562152272934327,3.3562152272934327,Com Pareto (categorias + 'outras'),Linear Regression
2018-07-01,cama_mesa_banho,617,779.2868558768096,-162.28685587680957,162.28685587680957,Com Pareto (categorias + 'outras'),Linear Regression
2018-08-01,cama_mesa_banho,655,726.2726305162068,-71.27263051620685,71.27263051620685,Com Pareto (categorias + 'outras'),Linear Regression
2018-06-01,categoria_desconhecida,23,94.24807670839073,-71.24807670839073,71.24807670839073,Com Pareto (categorias + 'outras'),Linear Regression
2018-07-01,categoria_desconhecida,47,84.73218726662162,-37.73218726662162,37.73218726662162,Com Pareto (categorias + 'outras'),Linear Regression
2018-08-01,categoria_desconhecida,31,95.63722852806677,-64.63722852806677,64.63722852806677,Com Pareto (categorias + 'outras'),Linear Regression
2018-06-01,consoles_games,43,80.79964453435969,-37.799644534359686,37.799644534359686,Com Pareto (categorias + 'outras'),Linear Regression
2018-07-01,consoles_games,49,87.1440340482659,-38.144034048265894,38.144034048265894,Com Pareto (categorias + 'outras'),Linear Regression
2018-08-01,consoles_games,59,92.97823377397435,-33.97823377397435,33.97823377397435,Com Pareto (categorias + 'outras'),Linear Regression
2018-06-01,cool_stuff,103,232.53385054378305,-129.53385054378305,129.53385054378305,Com Pareto (categorias + 'outras'),Linear Regression
