date,product_category_name,demanda_real,demanda_prevista,erro,erro_absoluto,cenario,modelo
2018-06-01,automotivo,295,330.625,-35.625,35.625,Com Pareto (categorias + 'outras'),Random Forest
2018-07-01,automotivo,341,333.28,7.720000000000027,7.720000000000027,Com Pareto (categorias + 'outras'),Random Forest
2018-08-01,automotivo,370,353.675,16.32499999999999,16.32499999999999,Com Pareto (categorias + 'outras'),Random Forest
2018-06-01,bebes,223,250.655,-27.655,27.655,Com Pareto (categorias + 'outras'),Random Forest
2018-07-01,bebes,214,237.34,-23.340000000000003,23.340000000000003,Com Pareto (categorias + 'outras'),Random Forest
2018-08-01,bebes,212,234.865,-22.86500000000001,22.86500000000001,Com Pareto (categorias + 'outras'),Random Forest
2018-06-01,beleza_saude,875,677.565,197.43499999999995,197.43499999999995,Com Pareto (categorias + 'outras'),Random Forest
2018-07-01,beleza_saude,770,691.01,78.99000000000001,78.99000000000001,Com Pareto (categorias + 'outras'),Random Forest
2018-08-01,beleza_saude,835,764.86,70.13999999999999,70.13999999999999,Com Pareto (categorias + 'outras'),Random Forest
2018-06-01,brinquedos,190,226.815,-36.815,36.815,Com Pareto (categorias + 'outras'),Random Forest
2018-07-01,brinquedos,154,219.3,-65.30000000000001,65.30000000000001,Com Pareto (categorias + 'outras'),Random Forest
2018-08-01,brinquedos,165,184.305,-19.305000000000007,19.305000000000007,Com Pareto (categorias + 'outras'),Random Forest
2018-06-01,cama_mesa_banho,764,678.89,85.11000000000001,85.11000000000001,Com Pareto (categorias + 'outras'),Random Forest
2018-07-01,cama_mesa_banho,617,699.51,-82.50999999999999,82.50999999999999,Com Pareto (categorias + 'outras'),Random Forest
2018-08-01,cama_mesa_banho,655,688.855,-33.85500000000002,33.85500000000002,Com Pareto (categorias + 'outras'),Random Forest
2018-06-01,categoria_desconhecida,23,88.53,-65.53,65.53,Com Pareto (categorias + 'outras'),Random Forest
2018-07-01,categoria_desconhecida,47,67.47,-20.47,20.47,Com Pareto (categorias + 'outras'),Random Forest
2018-08-01,categoria_desconhecida,31,69.775,-38.775000000000006,38.775000000000006,Com Pareto (categorias + 'outras'),Random Forest
2018-06-01,consoles_games,43,52.755,-9.755000000000003,9.755000000000003,Com Pareto (categorias + 'outras'),Random Forest
2018-07-01,consoles_games,49,67.455,-18.455,18.455,Com Pareto (categorias + 'outras'),Random Forest
2018-08-01,consoles_games,59,67.26,-8.260000000000005,8.260000000000005,Com Pareto (categorias + 'outras'),Random Forest
2018-06-01,cool_stuff,103,212.735,-109.73500000000001,109.73500000000001,Com Pareto (categorias + 'outras'),Random Forest
2018-07-01,cool_stuff,115,151.17,-36.16999999999999,36.16999999999999,Com Pareto (categorias + 'outras'),Random Forest
2018-08-01,cool_stuff,119,156.62,-37.620000000000005,37.620000000000005,Com Pareto (categorias + 'outras'),Random Forest
2018-06-01,eletronicos,191,253.675,-62.67500000000001,62.67500000000001,Com Pareto (categorias + 'outras'),Random Forest
2018-07-01,eletronicos,151,226.355,-75.35499999999999,75.35499999999999,Com Pareto (categorias + 'outras'),Random Forest
2018-08-01,eletronicos,119,181.005,-62.004999999999995,62.004999999999995,Com Pareto (categorias + 'outras'),Random Forest
2018-06-01,esporte_lazer,419,577.365,-158.365,158.365,Com Pareto (categorias + 'outras'),Random Forest
2018-07-01,esporte_lazer,460,589.875,-129.875,129.875,Com Pareto (categorias + 'outras'),Random Forest
